50.993900,-65.213799,939.260986
51.816700,-65.067596,938.859985
52.456001,-65.093102,939.320007
45.256302,-65.266899,941.530029
46.025700,-65.242996,941.518005
46.926701,-65.092300,940.888977
47.787601,-64.889198,940.289001
48.555500,-64.864899,940.273987
49.376801,-64.655800,939.776978
50.125099,-64.620499,939.801025
50.985001,-64.541199,939.401978
51.846500,-64.284897,938.690002
52.544701,-64.335297,939.010986
53.375599,-64.219002,938.630005
54.190701,-64.094101,938.280029
54.973801,-64.043404,938.156982
55.787899,-63.798000,937.593018
38.831699,-65.306099,943.361023
39.594700,-65.299301,943.411011
40.452801,-65.179001,942.986023
41.170200,-65.099297,943.046997
41.991001,-65.031998,942.817993
42.918598,-64.760696,941.921997
43.688599,-64.737297,941.914001
44.441601,-64.673500,941.887024
45.283798,-64.505203,941.411987
46.033798,-64.470596,941.440002
46.866901,-64.374702,941.111023
47.795700,-64.117996,940.210022
48.563599,-64.093697,940.195007
49.314499,-64.029198,940.161987
50.149899,-63.889999,939.739014
50.992901,-63.770901,939.322998
51.835098,-63.651699,938.906982
52.614899,-63.522900,938.664001
53.350101,-63.486801,938.718994
54.163601,-63.411499,938.460999
54.998299,-63.213299,937.918030
55.744499,-63.177200,937.932983
56.509399,-63.151699,937.908020
15.723000,-65.449600,940.987000
16.472099,-65.415398,941.054016
17.441099,-65.189697,940.218994
33.127102,-65.301201,945.182007
33.884102,-65.239098,945.169983
34.657902,-65.217102,945.172974
35.411701,-65.184303,945.216003
36.345100,-64.921501,944.349976
37.117802,-64.899200,944.349976
37.847301,-64.831299,944.401978
38.757599,-64.644798,943.718018
39.607899,-64.578102,943.408020
40.363701,-64.459801,943.291992
41.173801,-64.349701,943.025024
42.022301,-64.261101,942.676025
42.943699,-64.028000,941.862000
43.696800,-63.964401,941.835999
44.466702,-63.940899,941.827026
45.219501,-63.876999,941.799011
46.061199,-63.709099,941.322021
46.905701,-63.619999,940.968018
47.786201,-63.444199,940.353027
48.571602,-63.322701,940.117004
49.339298,-63.298401,940.101013
50.087898,-63.263199,940.124023
51.000801,-63.000801,939.244995
51.811798,-62.925201,939.000000
52.492100,-62.953999,939.340027
53.396999,-62.733299,938.546021
54.190201,-62.653099,938.341003
54.938702,-62.587898,938.299988
55.769100,-62.448700,937.869995
56.516998,-62.383202,937.827026
57.281601,-62.357601,937.801025
8.977150,-65.550102,943.315979
9.906940,-65.426697,942.771973
10.771100,-65.307404,942.408997
11.544400,-65.289703,942.445007
12.334800,-65.206802,942.333008
13.250700,-65.003998,941.695007
14.131600,-64.931099,941.346985
14.937300,-64.782997,941.086975
15.726000,-64.699699,940.971008
16.497801,-64.681198,941.000000
17.401100,-64.510597,940.429993
18.303101,-64.340103,939.859009
19.073900,-64.321098,939.885010
19.860701,-64.237297,939.763977
20.608700,-64.059998,939.604004
26.353701,-65.561897,948.111023
27.256599,-65.387398,947.515991
28.136000,-65.311203,947.142029
28.926701,-65.144096,946.875000
29.731501,-65.072701,946.718994
30.507000,-65.051399,946.726990
